ClientID,age,job,marital,education,default,balance,housing,loan,contact,month,pdays,previous,poutcome,actual_subscription,prediction_probability,prediction_high_precision,prediction_high_recall,prediction_balanced
249,43,technician,married,secondary,no,0,no,yes,cellular,may,172,5,failure,No,0.06,No,No,No
250,31,management,married,tertiary,no,395,yes,no,cellular,feb,-1,0,unknown_outcome,No,0.21,No,Yes,No
251,32,management,married,tertiary,no,2349,no,no,cellular,aug,-1,0,unknown_outcome,No,0.05,No,No,No
252,55,blue-collar,divorced,primary,no,410,no,yes,cellular,jul,-1,0,unknown_outcome,No,0.035,No,No,No
253,58,retired,married,primary,no,3401,yes,no,cellular,feb,265,2,failure,No,0.04,No,No,No
254,46,blue-collar,married,primary,no,222,no,no,cellular,aug,-1,0,unknown_outcome,No,0.22,No,Yes,No
255,55,blue-collar,married,secondary,no,989,yes,yes,unspecified,may,-1,0,unknown_outcome,No,0.175,No,Yes,No
256,34,management,married,tertiary,no,415,no,yes,cellular,jul,-1,0,unknown_outcome,No,0.145,No,Yes,No
257,28,unemployed,single,secondary,no,16,no,no,cellular,aug,-1,0,unknown_outcome,No,0.395,No,Yes,No
258,42,technician,divorced,tertiary,no,7190,yes,no,cellular,jul,-1,0,unknown_outcome,No,0.78,Yes,Yes,Yes
259,29,blue-collar,single,secondary,no,482,no,yes,cellular,jul,-1,0,unknown_outcome,Yes,0.275,No,Yes,No
260,54,housemaid,married,secondary,no,209,yes,yes,cellular,jul,-1,0,unknown_outcome,No,0.105,No,No,No
261,32,technician,single,secondary,no,0,no,no,cellular,aug,-1,0,unknown_outcome,No,0.035,No,No,No
262,39,technician,single,tertiary,no,5803,no,no,cellular,feb,-1,0,unknown_outcome,No,0.26,No,Yes,No
263,53,entrepreneur,married,tertiary,no,624,no,yes,cellular,jul,-1,0,unknown_outcome,No,0.785,Yes,Yes,Yes
264,58,technician,married,tertiary,no,883,no,no,cellular,aug,78,2,failure,No,0.015,No,No,No
265,40,self-employed,married,secondary,no,1516,yes,yes,unspecified,may,-1,0,unknown_outcome,No,0.145,No,Yes,No
266,29,student,single,secondary,no,872,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.055,No,No,No
267,33,technician,married,tertiary,no,-988,yes,yes,cellular,jul,-1,0,unknown_outcome,No,0.59,No,Yes,Yes
268,38,admin.,single,secondary,no,902,yes,no,telephone,jul,-1,0,unknown_outcome,No,0.165,No,Yes,No
269,56,services,divorced,secondary,no,1007,no,no,cellular,jul,-1,0,unknown_outcome,No,0.69,No,Yes,Yes
270,40,services,married,secondary,no,0,yes,no,cellular,jun,28,3,failure,No,0.215,No,Yes,No
271,24,blue-collar,single,secondary,no,174,yes,yes,cellular,may,-1,0,unknown_outcome,Yes,0.06,No,No,No
272,46,management,married,secondary,no,12186,no,no,unspecified,jun,-1,0,unknown_outcome,No,0.04,No,No,No
273,35,self-employed,married,secondary,no,524,yes,no,cellular,nov,-1,0,unknown_outcome,No,0.145,No,Yes,No
274,35,blue-collar,single,tertiary,no,0,yes,no,cellular,jul,-1,0,unknown_outcome,No,0.03,No,No,No
275,34,technician,married,secondary,no,4,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.095,No,No,No
276,35,housemaid,married,tertiary,no,11219,no,no,cellular,aug,79,1,failure,No,0.56,No,Yes,Yes
277,38,technician,single,tertiary,no,0,no,no,cellular,aug,-1,0,unknown_outcome,No,0.035,No,No,No
278,50,blue-collar,married,primary,no,5776,no,no,cellular,nov,-1,0,unknown_outcome,No,0.105,No,No,No
279,51,blue-collar,divorced,primary,no,37,yes,no,cellular,may,-1,0,unknown_outcome,No,0.39,No,Yes,No
280,59,self-employed,married,tertiary,no,593,no,no,unspecified,may,-1,0,unknown_outcome,No,0.225,No,Yes,No
281,32,blue-collar,married,secondary,no,1148,yes,no,cellular,apr,-1,0,unknown_outcome,No,0.085,No,No,No
282,37,blue-collar,single,secondary,no,3561,yes,no,unspecified,jun,-1,0,unknown_outcome,No,0.13,No,Yes,No
283,42,admin.,divorced,secondary,no,63,no,no,unspecified,may,-1,0,unknown_outcome,No,0.625,No,Yes,Yes
284,40,student,married,secondary,no,260,no,no,unspecified,jun,-1,0,unknown_outcome,No,0.11,No,No,No
285,28,technician,single,tertiary,no,2269,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.075,No,No,No
286,47,admin.,married,secondary,no,1060,yes,no,unspecified,jun,-1,0,unknown_outcome,No,0.465,No,Yes,Yes
287,27,self-employed,married,secondary,no,-220,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.05,No,No,No
288,41,management,married,tertiary,no,49,yes,no,cellular,jul,-1,0,unknown_outcome,No,0.305,No,Yes,No
289,34,admin.,married,tertiary,no,69,no,yes,cellular,aug,1,6,success,Yes,0.585,No,Yes,Yes
290,50,blue-collar,married,primary,no,4108,yes,no,cellular,aug,-1,0,unknown_outcome,Yes,0.15,No,Yes,No
291,47,blue-collar,married,secondary,no,480,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.25,No,Yes,No
292,53,services,married,secondary,no,4994,no,no,cellular,aug,-1,0,unknown_outcome,No,0.38,No,Yes,No
293,53,technician,divorced,secondary,no,0,yes,yes,cellular,jul,-1,0,unknown_outcome,No,0.28,No,Yes,No
294,47,management,married,tertiary,no,3681,no,no,cellular,aug,-1,0,unknown_outcome,No,0.23,No,Yes,No
295,49,entrepreneur,divorced,tertiary,yes,-701,yes,no,cellular,jul,-1,0,unknown_outcome,Yes,0.415,No,Yes,Yes
296,29,management,married,tertiary,no,451,no,no,cellular,jan,-1,0,unknown_outcome,No,0.095,No,No,No
297,45,blue-collar,divorced,primary,no,-311,yes,no,unspecified,may,-1,0,unknown_outcome,Yes,0.235,No,Yes,No
298,38,entrepreneur,married,secondary,no,593,yes,yes,cellular,jul,-1,0,unknown_outcome,Yes,0.115,No,No,No
299,32,blue-collar,married,secondary,no,759,yes,no,cellular,apr,-1,0,unknown_outcome,Yes,0.005,No,No,No
300,70,retired,divorced,primary,no,4531,no,no,cellular,may,-1,0,unknown_outcome,No,0.86,Yes,Yes,Yes
301,65,retired,divorced,primary,no,1840,no,no,cellular,jun,188,5,failure,No,0.335,No,Yes,No
302,56,blue-collar,married,secondary,no,345,yes,no,telephone,jul,-1,0,unknown_outcome,No,0.065,No,No,No
303,35,blue-collar,married,secondary,no,1287,yes,no,cellular,jul,-1,0,unknown_outcome,No,0.25,No,Yes,No
304,56,management,married,tertiary,no,353,no,yes,cellular,jul,-1,0,unknown_outcome,No,0.195,No,Yes,No
305,56,technician,married,secondary,no,205,no,yes,cellular,jul,-1,0,unknown_outcome,No,0.075,No,No,No
306,49,entrepreneur,married,secondary,no,687,yes,no,cellular,apr,-1,0,unknown_outcome,Yes,0.145,No,Yes,No
307,38,unemployed,married,primary,no,1147,yes,yes,unspecified,may,-1,0,unknown_outcome,No,0.005,No,No,No
308,35,management,married,tertiary,no,4286,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.335,No,Yes,No
309,38,admin.,married,tertiary,no,605,no,no,cellular,nov,-1,0,unknown_outcome,No,0.43,No,Yes,Yes
310,49,blue-collar,married,secondary,no,8545,yes,yes,cellular,may,167,1,failure,No,0.255,No,Yes,No
311,55,management,married,tertiary,no,559,no,no,cellular,jan,-1,0,unknown_outcome,No,0.025,No,No,No
312,43,blue-collar,single,primary,no,2,yes,no,cellular,jul,-1,0,unknown_outcome,No,0.16,No,Yes,No
313,43,management,married,tertiary,no,2,no,yes,cellular,aug,-1,0,unknown_outcome,No,0.285,No,Yes,No
314,25,admin.,single,tertiary,no,760,yes,no,cellular,may,89,2,failure,Yes,0.12,No,Yes,No
315,30,blue-collar,married,primary,no,1317,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.17,No,Yes,No
316,46,blue-collar,married,secondary,no,182,no,no,cellular,feb,-1,0,unknown_outcome,No,0.03,No,No,No
317,50,admin.,married,primary,no,276,no,yes,unspecified,jun,-1,0,unknown_outcome,No,0.12,No,Yes,No
318,35,entrepreneur,married,secondary,no,2971,no,no,cellular,may,164,2,failure,Yes,0.215,No,Yes,No
319,26,unemployed,single,secondary,no,1064,no,no,unspecified,may,-1,0,unknown_outcome,No,0.025,No,No,No
320,45,admin.,married,secondary,no,1783,no,no,unspecified,jun,-1,0,unknown_outcome,No,0.195,No,Yes,No
321,37,blue-collar,married,secondary,no,-67,no,no,cellular,feb,-1,0,unknown_outcome,No,0.925,Yes,Yes,Yes
322,60,self-employed,single,tertiary,no,179,no,yes,cellular,jul,-1,0,unknown_outcome,No,0.21,No,Yes,No
323,38,management,married,tertiary,no,1199,no,no,cellular,aug,1,1,success,Yes,0.175,No,Yes,No
324,47,blue-collar,married,primary,no,214,yes,yes,unspecified,jun,-1,0,unknown_outcome,No,0.06,No,No,No
325,33,technician,married,secondary,no,6699,no,no,cellular,nov,462,1,failure,No,0.09,No,No,No
326,51,unemployed,married,secondary,no,1760,no,yes,cellular,nov,-1,0,unknown_outcome,No,0.23,No,Yes,No
327,35,entrepreneur,single,tertiary,no,145,yes,no,cellular,jul,-1,0,unknown_outcome,Yes,0.195,No,Yes,No
328,35,unemployed,married,secondary,no,978,no,no,cellular,dec,209,3,success,Yes,0.17,No,Yes,No
329,48,admin.,single,secondary,no,1150,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.165,No,Yes,No
330,37,admin.,married,secondary,no,121,no,no,cellular,jul,-1,0,unknown_outcome,No,0.105,No,No,No
331,29,technician,single,tertiary,no,828,yes,no,cellular,apr,321,3,other,No,0.31,No,Yes,No
332,34,admin.,married,secondary,no,244,yes,no,cellular,jul,-1,0,unknown_outcome,No,0.225,No,Yes,No
333,32,services,married,primary,no,228,yes,no,cellular,jul,-1,0,unknown_outcome,Yes,0.04,No,No,No
334,30,management,single,tertiary,no,424,no,no,cellular,apr,-1,0,unknown_outcome,Yes,0.13,No,Yes,No
335,47,management,divorced,tertiary,no,447,no,yes,unspecified,may,-1,0,unknown_outcome,No,0.005,No,No,No
336,33,blue-collar,married,primary,no,-195,no,no,unspecified,sep,-1,0,unknown_outcome,No,0.09,No,No,No
337,33,management,single,tertiary,no,1410,yes,no,cellular,feb,254,5,failure,No,0.02,No,No,No
338,63,retired,married,primary,no,1084,no,no,cellular,oct,183,1,success,No,0.075,No,No,No
339,51,self-employed,divorced,primary,no,10924,no,no,cellular,may,-1,0,unknown_outcome,No,0.1,No,No,No
340,41,management,married,tertiary,no,832,yes,yes,cellular,nov,176,1,failure,No,0.085,No,No,No
341,56,retired,married,tertiary,no,478,no,no,cellular,feb,-1,0,unknown_outcome,No,0.09,No,No,No
342,60,management,single,tertiary,no,0,no,yes,cellular,jul,-1,0,unknown_outcome,No,0.075,No,No,No
343,41,self-employed,single,tertiary,no,3950,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.065,No,No,No
344,37,management,single,tertiary,no,504,yes,no,cellular,apr,-1,0,unknown_outcome,No,0.0,No,No,No
345,36,blue-collar,single,secondary,no,219,yes,yes,cellular,may,347,1,failure,No,0.155,No,Yes,No
346,57,management,married,tertiary,no,1602,no,no,cellular,jul,-1,0,unknown_outcome,No,0.635,No,Yes,Yes
347,55,management,married,primary,no,2587,no,no,cellular,sep,94,2,success,Yes,0.085,No,No,No
348,44,admin.,married,secondary,no,0,yes,yes,unspecified,may,-1,0,unknown_outcome,No,0.03,No,No,No
349,47,self-employed,married,tertiary,no,2303,yes,no,cellular,may,364,1,failure,No,0.105,No,No,No
350,31,blue-collar,married,secondary,no,1660,yes,no,cellular,apr,-1,0,unknown_outcome,No,0.195,No,Yes,No
351,35,management,married,tertiary,yes,32,yes,no,cellular,nov,-1,0,unknown_outcome,No,0.055,No,No,No
352,39,management,married,tertiary,no,278,no,yes,cellular,jul,-1,0,unknown_outcome,No,0.195,No,Yes,No
353,50,management,married,tertiary,no,4,no,no,cellular,nov,96,2,failure,No,0.045,No,No,No
354,29,management,married,tertiary,no,318,yes,no,cellular,may,356,4,failure,No,0.11,No,No,No
355,30,services,single,secondary,no,209,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.72,No,Yes,Yes
356,46,services,married,secondary,no,271,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.04,No,No,No
357,27,management,single,tertiary,no,3196,no,no,cellular,feb,-1,0,unknown_outcome,No,0.035,No,No,No
358,48,admin.,divorced,secondary,no,4099,no,no,cellular,apr,-1,0,unknown_outcome,Yes,0.01,No,No,No
359,26,student,single,secondary,no,2572,yes,no,cellular,may,-1,0,unknown_outcome,No,0.06,No,No,No
360,36,management,single,tertiary,no,339,no,no,cellular,nov,-1,0,unknown_outcome,No,0.27,No,Yes,No
361,42,blue-collar,married,primary,no,0,yes,yes,cellular,may,-1,0,unknown_outcome,No,0.025,No,No,No
362,50,housemaid,married,primary,no,395,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.105,No,No,No
363,49,blue-collar,married,secondary,no,2039,yes,no,cellular,nov,-1,0,unknown_outcome,No,0.255,No,Yes,No
364,45,management,married,tertiary,no,5450,no,no,cellular,aug,-1,0,unknown_outcome,No,0.14,No,Yes,No
365,23,student,single,secondary,no,780,no,no,cellular,sep,-1,0,unknown_outcome,No,0.14,No,Yes,No
366,38,technician,single,secondary,no,0,yes,no,cellular,apr,-1,0,unknown_outcome,No,0.005,No,No,No
367,32,management,single,tertiary,no,8436,yes,no,cellular,apr,149,2,failure,No,0.04,No,No,No
368,60,technician,single,primary,no,11262,no,no,cellular,aug,-1,0,unknown_outcome,Yes,0.27,No,Yes,No
369,30,entrepreneur,married,secondary,no,946,yes,no,cellular,nov,183,1,other,No,0.1,No,No,No
370,58,housemaid,married,tertiary,no,497,no,no,unspecified,jun,-1,0,unknown_outcome,No,0.045,No,No,No
371,60,retired,married,primary,no,55,no,no,cellular,jun,-1,0,unknown_outcome,No,0.135,No,Yes,No
372,38,services,married,secondary,no,-140,no,no,unspecified,jun,-1,0,unknown_outcome,No,0.365,No,Yes,No
373,51,technician,married,secondary,no,-379,yes,no,cellular,aug,-1,0,unknown_outcome,No,0.41,No,Yes,Yes
374,42,admin.,married,secondary,no,-396,yes,no,cellular,may,308,4,failure,No,0.215,No,Yes,No
375,30,services,single,secondary,no,0,yes,no,cellular,may,363,9,failure,No,0.455,No,Yes,Yes
376,40,management,married,primary,no,733,yes,no,unspecified,jun,-1,0,unknown_outcome,No,0.36,No,Yes,No
377,37,management,married,tertiary,no,393,yes,no,cellular,may,275,4,failure,Yes,0.025,No,No,No
378,53,technician,divorced,primary,no,7290,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.21,No,Yes,No
379,27,services,single,secondary,no,468,yes,no,cellular,may,-1,0,unknown_outcome,No,0.025,No,No,No
380,39,blue-collar,married,secondary,no,0,yes,no,cellular,apr,325,1,failure,No,0.885,Yes,Yes,Yes
381,39,blue-collar,married,primary,no,3705,yes,no,unspecified,jun,-1,0,unknown_outcome,No,0.125,No,Yes,No
382,59,retired,married,tertiary,no,9676,no,no,telephone,mar,-1,0,unknown_outcome,Yes,0.165,No,Yes,No
383,37,services,married,secondary,no,1328,yes,no,telephone,may,341,4,failure,No,0.275,No,Yes,No
384,41,blue-collar,married,primary,no,8,yes,no,cellular,jul,-1,0,unknown_outcome,No,0.045,No,No,No
385,45,blue-collar,married,primary,no,61,no,no,cellular,apr,-1,0,unknown_outcome,No,0.355,No,Yes,No
386,48,management,married,tertiary,no,6613,no,no,unspecified,jun,-1,0,unknown_outcome,No,0.03,No,No,No
387,48,technician,married,secondary,no,302,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.595,No,Yes,Yes
388,32,blue-collar,married,secondary,no,1005,no,no,cellular,may,-1,0,unknown_outcome,No,0.005,No,No,No
389,35,services,married,secondary,no,109,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.02,No,No,No
390,33,management,single,tertiary,no,1240,yes,no,cellular,feb,260,1,other,No,0.22,No,Yes,No
391,28,blue-collar,single,primary,no,0,yes,yes,unspecified,jun,-1,0,unknown_outcome,No,0.25,No,Yes,No
392,64,retired,married,secondary,no,2923,no,no,cellular,mar,-1,0,unknown_outcome,No,0.145,No,Yes,No
393,35,technician,married,secondary,no,0,no,no,cellular,aug,-1,0,unknown_outcome,No,0.125,No,Yes,No
394,33,blue-collar,married,secondary,no,43,yes,no,cellular,may,358,2,failure,No,0.02,No,No,No
395,41,technician,married,secondary,no,288,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.16,No,Yes,No
396,34,admin.,married,secondary,no,613,yes,no,cellular,jun,-1,0,unknown_outcome,No,0.145,No,Yes,No
397,37,technician,single,tertiary,no,6101,no,no,cellular,may,87,1,success,No,0.06,No,No,No
398,38,blue-collar,married,primary,no,168,yes,yes,telephone,may,-1,0,unknown_outcome,No,0.415,No,Yes,Yes
399,39,blue-collar,married,primary,no,7685,yes,no,cellular,apr,-1,0,unknown_outcome,No,0.9,Yes,Yes,Yes
400,35,technician,divorced,tertiary,no,4515,yes,no,cellular,nov,-1,0,unknown_outcome,No,0.18,No,Yes,No
401,28,blue-collar,single,secondary,no,517,no,yes,cellular,jul,-1,0,unknown_outcome,Yes,0.025,No,No,No
402,27,blue-collar,single,secondary,no,148,no,no,cellular,jul,-1,0,unknown_outcome,No,0.655,No,Yes,Yes
403,48,retired,married,primary,yes,-285,no,yes,cellular,nov,-1,0,unknown_outcome,No,0.045,No,No,No
404,50,blue-collar,married,secondary,no,887,no,no,unspecified,jun,-1,0,unknown_outcome,No,0.23,No,Yes,No
405,45,self-employed,married,secondary,no,3098,yes,no,cellular,aug,-1,0,unknown_outcome,No,0.35,No,Yes,No
406,41,technician,married,tertiary,no,744,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.29,No,Yes,No
407,39,technician,married,secondary,no,130,no,no,cellular,jul,-1,0,unknown_outcome,No,0.09,No,No,No
408,44,management,married,secondary,no,438,yes,no,telephone,may,303,1,failure,No,0.195,No,Yes,No
409,54,admin.,married,secondary,no,0,no,no,cellular,jan,98,2,failure,Yes,0.025,No,No,No
410,49,management,married,tertiary,no,322,no,no,cellular,aug,-1,0,unknown_outcome,No,0.095,No,No,No
411,34,blue-collar,single,secondary,no,186,no,no,cellular,feb,-1,0,unknown_outcome,No,0.105,No,No,No
412,75,retired,divorced,tertiary,no,3810,yes,no,cellular,nov,183,1,failure,Yes,0.0,No,No,No
413,42,management,married,tertiary,no,0,no,no,cellular,aug,-1,0,unknown_outcome,No,0.155,No,Yes,No
414,53,blue-collar,married,secondary,no,4380,no,no,telephone,aug,-1,0,unknown_outcome,No,0.33,No,Yes,No
415,49,management,divorced,tertiary,no,755,no,no,cellular,jul,-1,0,unknown_outcome,Yes,0.12,No,Yes,No
416,31,services,single,secondary,no,2070,no,no,cellular,aug,-1,0,unknown_outcome,No,0.175,No,Yes,No
417,45,blue-collar,single,primary,no,999,no,no,cellular,jan,-1,0,unknown_outcome,No,0.08,No,No,No
418,39,self-employed,married,secondary,no,167,yes,yes,cellular,jul,-1,0,unknown_outcome,No,0.05,No,No,No
419,46,technician,married,secondary,no,1322,yes,yes,cellular,nov,-1,0,unknown_outcome,No,0.14,No,Yes,No
420,42,admin.,divorced,secondary,no,1076,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.415,No,Yes,Yes
421,37,management,married,tertiary,no,502,yes,no,cellular,may,351,1,failure,No,0.32,No,Yes,No
422,26,technician,single,tertiary,no,1216,yes,no,cellular,apr,-1,0,unknown_outcome,No,0.165,No,Yes,No
423,37,management,single,tertiary,no,876,yes,no,cellular,apr,327,2,failure,No,0.275,No,Yes,No
424,36,services,single,secondary,no,342,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.29,No,Yes,No
425,29,blue-collar,single,primary,no,950,yes,no,unspecified,jun,-1,0,unknown_outcome,No,0.29,No,Yes,No
426,36,blue-collar,married,primary,no,973,yes,yes,unspecified,may,-1,0,unknown_outcome,No,0.045,No,No,No
427,26,technician,married,tertiary,no,3825,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.42,No,Yes,Yes
428,32,blue-collar,married,secondary,no,2366,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.225,No,Yes,No
429,40,management,married,tertiary,no,542,yes,no,cellular,nov,-1,0,unknown_outcome,No,0.125,No,Yes,No
430,53,management,married,primary,no,995,no,no,cellular,feb,-1,0,unknown_outcome,No,0.105,No,No,No
431,29,management,married,tertiary,no,20,yes,no,cellular,may,-1,0,unknown_outcome,No,0.01,No,No,No
432,34,technician,single,tertiary,no,228,yes,no,cellular,jul,-1,0,unknown_outcome,No,0.16,No,Yes,No
433,43,blue-collar,married,secondary,no,130,no,no,cellular,may,337,3,failure,No,0.9,Yes,Yes,Yes
434,56,management,married,tertiary,no,217,no,yes,cellular,jul,-1,0,unknown_outcome,No,0.015,No,No,No
435,55,entrepreneur,divorced,tertiary,no,0,no,no,unspecified,jun,-1,0,unknown_outcome,No,0.345,No,Yes,No
436,31,self-employed,married,tertiary,no,259,yes,no,cellular,may,-1,0,unknown_outcome,No,0.105,No,No,No
437,27,admin.,single,secondary,no,619,yes,no,cellular,apr,322,4,other,No,0.095,No,No,No
438,36,management,married,secondary,no,644,yes,no,cellular,nov,-1,0,unknown_outcome,No,0.135,No,Yes,No
439,44,management,married,tertiary,no,22,yes,no,cellular,aug,-1,0,unknown_outcome,No,0.02,No,No,No
440,37,admin.,divorced,tertiary,no,4303,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.03,No,No,No
441,30,admin.,single,secondary,no,239,yes,no,cellular,may,-1,0,unknown_outcome,No,0.115,No,No,No
442,42,technician,single,secondary,no,275,no,no,cellular,aug,-1,0,unknown_outcome,No,0.23,No,Yes,No
443,30,management,married,tertiary,no,1221,yes,no,telephone,jul,-1,0,unknown_outcome,Yes,0.235,No,Yes,No
444,62,retired,married,secondary,no,816,no,no,cellular,sep,-1,0,unknown_outcome,No,0.04,No,No,No
445,24,blue-collar,married,secondary,no,1222,yes,no,cellular,apr,-1,0,unknown_outcome,No,0.465,No,Yes,Yes
446,31,technician,married,secondary,no,2363,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.075,No,No,No
447,66,retired,married,tertiary,no,2262,no,no,cellular,apr,-1,0,unknown_outcome,No,0.145,No,Yes,No
448,47,admin.,married,secondary,no,2,no,no,cellular,jul,-1,0,unknown_outcome,No,0.28,No,Yes,No
449,39,entrepreneur,married,tertiary,no,2,yes,no,cellular,nov,-1,0,unknown_outcome,No,0.095,No,No,No
450,35,technician,married,secondary,no,4508,yes,no,cellular,nov,-1,0,unknown_outcome,Yes,0.32,No,Yes,No
451,35,admin.,divorced,secondary,no,-402,yes,no,cellular,apr,-1,0,unknown_outcome,No,0.25,No,Yes,No
452,27,technician,married,secondary,no,1577,yes,yes,unspecified,may,-1,0,unknown_outcome,No,0.055,No,No,No
453,32,blue-collar,married,secondary,no,34,yes,no,cellular,may,-1,0,unknown_outcome,No,0.03,No,No,No
454,44,management,married,tertiary,no,795,no,no,cellular,aug,-1,0,unknown_outcome,No,0.01,No,No,No
455,42,blue-collar,married,secondary,no,117,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.07,No,No,No
456,34,self-employed,single,tertiary,no,5462,no,no,cellular,apr,-1,0,unknown_outcome,Yes,0.025,No,No,No
457,25,services,single,secondary,no,402,no,yes,cellular,jul,-1,0,unknown_outcome,No,0.15,No,Yes,No
458,40,technician,single,secondary,no,641,no,no,cellular,jul,-1,0,unknown_outcome,No,0.0,No,No,No
459,43,management,divorced,tertiary,no,36,no,no,cellular,may,102,2,failure,No,0.13,No,Yes,No
460,55,unemployed,married,tertiary,no,383,no,no,unspecified,may,-1,0,unknown_outcome,No,0.52,No,Yes,Yes
461,50,blue-collar,married,secondary,no,283,yes,no,cellular,aug,-1,0,unknown_outcome,No,0.305,No,Yes,No
462,45,management,divorced,tertiary,no,0,no,no,unspecified,jun,-1,0,unknown_outcome,No,0.085,No,No,No
463,35,blue-collar,divorced,secondary,no,3102,yes,no,cellular,nov,-1,0,unknown_outcome,No,0.43,No,Yes,Yes
464,32,blue-collar,married,secondary,no,889,yes,no,cellular,sep,99,5,success,Yes,0.13,No,Yes,No
465,59,housemaid,married,secondary,no,0,no,no,telephone,feb,99,4,failure,No,0.295,No,Yes,No
466,34,self-employed,married,secondary,no,-370,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.08,No,No,No
467,39,management,married,tertiary,no,-606,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.12,No,Yes,No
468,40,management,single,secondary,no,10378,yes,no,cellular,nov,-1,0,unknown_outcome,No,0.27,No,Yes,No
469,36,blue-collar,single,primary,no,1313,yes,no,unspecified,jun,-1,0,unknown_outcome,No,0.305,No,Yes,No
470,40,management,married,tertiary,no,8969,yes,no,cellular,nov,-1,0,unknown_outcome,No,0.23,No,Yes,No
471,55,self-employed,married,secondary,no,-196,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.13,No,Yes,No
472,38,entrepreneur,married,secondary,yes,15,yes,no,cellular,jul,-1,0,unknown_outcome,No,0.255,No,Yes,No
473,61,admin.,married,secondary,no,4608,no,no,cellular,mar,-1,0,unknown_outcome,Yes,0.165,No,Yes,No
474,41,management,married,tertiary,no,666,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.065,No,No,No
475,57,blue-collar,married,primary,no,452,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.025,No,No,No
476,48,blue-collar,married,secondary,no,149,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.77,Yes,Yes,Yes
477,77,retired,married,tertiary,no,7802,no,no,telephone,may,92,2,success,Yes,0.16,No,Yes,No
478,35,services,married,secondary,no,1453,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.02,No,No,No
479,54,blue-collar,married,secondary,no,1480,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.07,No,No,No
480,37,management,single,tertiary,no,715,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.33,No,Yes,No
481,56,management,single,secondary,no,237,yes,no,telephone,jul,-1,0,unknown_outcome,No,0.27,No,Yes,No
482,40,technician,married,secondary,no,694,yes,no,cellular,feb,196,5,failure,No,0.07,No,No,No
483,40,management,married,tertiary,no,0,no,no,cellular,jul,-1,0,unknown_outcome,No,0.395,No,Yes,No
484,54,management,married,tertiary,no,55,yes,no,cellular,jun,-1,0,unknown_outcome,No,0.105,No,No,No
485,55,housemaid,married,primary,no,136,yes,no,unspecified,jun,-1,0,unknown_outcome,No,0.065,No,No,No
486,55,services,divorced,secondary,yes,-404,yes,no,cellular,jul,-1,0,unknown_outcome,No,0.185,No,Yes,No
487,52,blue-collar,married,primary,no,779,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.32,No,Yes,No
488,55,blue-collar,single,primary,no,1187,yes,no,unspecified,jun,-1,0,unknown_outcome,No,0.05,No,No,No
489,33,management,married,tertiary,no,641,yes,no,cellular,aug,-1,0,unknown_outcome,No,0.035,No,No,No
490,52,blue-collar,married,secondary,no,826,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.22,No,Yes,No
491,33,services,divorced,secondary,no,991,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.39,No,Yes,No
492,53,admin.,married,secondary,no,1796,no,no,telephone,mar,91,2,success,Yes,0.015,No,No,No
493,46,admin.,married,secondary,no,22,no,no,cellular,aug,-1,0,unknown_outcome,Yes,0.41,No,Yes,Yes
494,44,technician,single,secondary,no,244,yes,no,cellular,aug,-1,0,unknown_outcome,Yes,0.06,No,No,No
495,48,management,divorced,tertiary,no,1328,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.295,No,Yes,No
496,50,housemaid,married,secondary,no,7317,yes,no,cellular,may,370,1,failure,No,0.14,No,Yes,No
